SortNo,Music_Title,Nickname,Artist,BPM,Noes,Side,Pack,Version,FTR_Level,FTR_Const,ETR_Level,ETR_Const,BYD_Level,BYD_Const,Image,Point,Count,Flag
387,Primeval Texture,ぷりめばるてくすちゃー,くるぶっこちゃん,120.0,810,Tairitsu,Severed Eden,5.0,9.0,9.0,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Primeval Texture/::ref/Primeval Texture.jpg.webp,0,1,False
392,FANTA5Y,ふぁいんたじー,Moon Jelly & YUKIYANAGI,170.0,965,Hikari,World Extend,5.01,9.0,9.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/FANTA5Y/::ref/FANTA5Y.jpg.webp,0,1,False
393,Transient Space,とらんせんとすぺーす,"sleepless, Gardens, aspect",132.0,805,Tairitsu,Severed Eden,5.01,9.0,9.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Transient Space/::ref/Transient Space.jpg.webp,0,1,False
396,Stratoliner,ストラトライナー,C-Show,175.0,877,Tairitsu,WACCA,5.02,9.0,9.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Stratoliner/::ref/Stratoliner.jpg.webp,1,0,False
401,アローンアンドローン,アローン,Ponchi♪ feat.はぁち,100.0,970,Hikari,World Extend,5.02,9.0,9.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/%E3%82%A2%E3%83%AD%E3%83%BC%E3%83%B3%E3%82%A2%E3%83%B3%E3%83%89%E3%83%AD%E3%83%BC%E3%83%B3/::ref/Alone%20%26%20Lorn.jpg.webp,0,1,False
404,felys final remix,ふぇりみ,onoken,180.0,1130,Tairitsu,World Extend,5.02,9.0,9.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/felys final remix/::ref/felys final remix.jpg.webp,1,0,False
405,On And On!! Feat. Jenga,OAO,ETIA.,170.0,836,Hikari,World Extend,5.02,9.0,9.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/On And On!! feat. Jenga/::ref/On And On!! feat. Jenga.jpg.webp,1,0,False
408,The Formula,,Junk,144.0,957,Hikari,Arcaea,5.03,9.0,9.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/The Formula/::ref/The Formula.jpg.webp,1,0,False
410,inkar-usi,いんかるし,DIA,102.0,857,Hikari,Arcaea,5.03,,,,,9.0,9.4,https://cdn.wikiwiki.jp/to/w/arcaea/inkar-usi/::ref/inkar-usi-b.jpg.webp,0,1,False
421,Jingle,,DJ Noriken,170.0,1047,Hikari,Arcaea,5.04,,,9.0,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Jingle/::ref/Jingle.jpg.webp,0,1,False
